id,owner_id,owner,explanation_text,completed,target_name,type,target_assigned_role,target_special_role
19,7,Illia Bronson,"Make an example of Alessandro Gagliardi, the Medical Doctor. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Alessandro Gagliardi,/datum/objective/target/harm,Medical Doctor,""
20,7,Illia Bronson,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
21,8,Autumn Baker,Steal a sample of slime extract.,FAIL,"",/datum/objective/steal,"",""
22,8,Autumn Baker,Steal a head of personnel's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
23,8,Autumn Baker,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
24,9,Buddy Begbie Jr.,"Make an example of Crack Cavalet, the Warden. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",SUCCESS,Crack Cavalet,/datum/objective/target/harm,Warden,""
25,9,Buddy Begbie Jr.,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
26,10,Taras Krapov,"Make an example of Oliver Listvik, the Chaplain. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Oliver Listvik,/datum/objective/target/harm,Chaplain,""
27,10,Taras Krapov,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
28,11,Alan Ward,Steal a piece of corgi meat.,FAIL,"",/datum/objective/steal,"",""
29,11,Alan Ward,"Assassinate Makskim Shomski, the Geneticist.",FAIL,Makskim Shomski,/datum/objective/target/assassinate,Geneticist,""
30,11,Alan Ward,"Assassinate Buster Frown, the Clown.",FAIL,Buster Frown,/datum/objective/target/assassinate,Clown,""
31,11,Alan Ward,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
32,12,Colton Moore,"Assassinate Elizabeth Wayne, the Roboticist.",SUCCESS,Elizabeth Wayne,/datum/objective/target/assassinate,Roboticist,""
33,12,Colton Moore,"Assassinate Kenneth Harrow, the Station Engineer.",SUCCESS,Kenneth Harrow,/datum/objective/target/assassinate,Station Engineer,""
34,12,Colton Moore,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
35,19,Johnny Blade,Steal a sample of slime extract.,FAIL,"",/datum/objective/steal,"",""
36,19,Johnny Blade,Steal a piece of corgi meat.,FAIL,"",/datum/objective/steal,"",""
37,19,Johnny Blade,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
38,20,Marje Richards,"Make an example of Westerose Krieg, the Atmospheric Technician. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",SUCCESS,Westerose Krieg,/datum/objective/target/harm,Atmospheric Technician,""
39,20,Marje Richards,"Make an example of Westerose Krieg, the Atmospheric Technician. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",SUCCESS,Westerose Krieg,/datum/objective/target/harm,Atmospheric Technician,""
40,20,Marje Richards,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
41,21,Alfred Donkin,Steal a head of personnel's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
42,21,Alfred Donkin,Steal a pair of magboots.,FAIL,"",/datum/objective/steal,"",""
43,21,Alfred Donkin,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
44,22,Gatatikikichakiya,"Make an example of Westerose Krieg, the Atmospheric Technician. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",SUCCESS,Westerose Krieg,/datum/objective/target/harm,Atmospheric Technician,""
45,22,Gatatikikichakiya,"Make an example of Kenneth Harrow, the Scientist. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Kenneth Harrow,/datum/objective/target/harm,Scientist,""
46,22,Gatatikikichakiya,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
47,23,Hufl Grann,"Assassinate Erich Manstein, the Station Engineer.",FAIL,Erich Manstein,/datum/objective/target/assassinate,Station Engineer,""
48,23,Hufl Grann,"Assassinate Artem Opuxovsky, the Botanist.",FAIL,Artem Opuxovsky,/datum/objective/target/assassinate,Botanist,""
49,23,Hufl Grann,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
50,24,M'ark M'rshan,Steal 28 moles of phoron (full tank).,SUCCESS,"",/datum/objective/steal,"",""
51,24,M'ark M'rshan,Steal a pair of magboots.,SUCCESS,"",/datum/objective/steal,"",""
52,24,M'ark M'rshan,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
53,25,Archie Moore,Steal a functional AI.,FAIL,"",/datum/objective/steal,"",""
54,25,Archie Moore,"Make an example of Dominick Pycroft, the Medical Doctor. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Dominick Pycroft,/datum/objective/target/harm,Medical Doctor,""
55,25,Archie Moore,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
56,26,Koudi Cooper,"Make an example of Taras Krapov, the Quartermaster. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Taras Krapov,/datum/objective/target/harm,Quartermaster,""
57,26,Koudi Cooper,"Assassinate Archie Moore, the Mime.",SUCCESS,Archie Moore,/datum/objective/target/assassinate,Mime,Traitor
58,26,Koudi Cooper,Steal a pair of magboots.,FAIL,"",/datum/objective/steal,"",""
59,26,Koudi Cooper,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
60,27,Magus The Destroyer,"Assassinate Lorenzo Day, the Chemist.",FAIL,Lorenzo Day,/datum/objective/target/assassinate,Chemist,""
61,27,Magus The Destroyer,"Assassinate Elizabeth Rubram, the Forensic Technician.",FAIL,Elizabeth Rubram,/datum/objective/target/assassinate,Forensic Technician,""
62,27,Magus The Destroyer,Steal a chief engineer's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
63,27,Magus The Destroyer,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
64,28,Edward Killstone,"Assassinate Oni, the Detective.",FAIL,Oni,/datum/objective/target/assassinate,Detective,""
65,28,Edward Killstone,Steal the hypospray.,FAIL,"",/datum/objective/steal,"",""
66,28,Edward Killstone,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
67,29,Anna Belko,"Make an example of Adam Ward, the Medical Intern. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Adam Ward,/datum/objective/target/harm,Medical Intern,""
68,29,Anna Belko,Steal a piece of corgi meat.,SUCCESS,"",/datum/objective/steal,"",""
69,29,Anna Belko,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
70,43,Kreol the Deathless,"Assassinate Destra Shakit'ta, the Station Engineer.",FAIL,Destra Shakit'ta,/datum/objective/target/assassinate,Station Engineer,""
71,43,Kreol the Deathless,"Assassinate Hatika, the Paramedic.",FAIL,Hatika,/datum/objective/target/assassinate,Paramedic,""
72,43,Kreol the Deathless,Steal a head of personnel's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
73,43,Kreol the Deathless,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
74,44,Mr.Honky,"Assassinate Cristian Blyant, the Chaplain.",SUCCESS,Cristian Blyant,/datum/objective/target/assassinate,Chaplain,""
75,44,Mr.Honky,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
76,45,Max Russell,Steal a head of personnel's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
77,45,Max Russell,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
78,46,Black Overlord,"Assassinate Phillip Stocker, the Shaft Miner.",SUCCESS,Phillip Stocker,/datum/objective/target/assassinate,Shaft Miner,""
79,46,Black Overlord,Steal a sample of slime extract.,FAIL,"",/datum/objective/steal,"",""
80,46,Black Overlord,Steal a head of personnel's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
81,46,Black Overlord,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
82,47,Alexander Sokolov,"Assassinate Sergey Sverlov, the Security Officer.",FAIL,Sergey Sverlov,/datum/objective/target/assassinate,Security Officer,""
83,47,Alexander Sokolov,Put the head of Kane Ayron in biogel can and steal it.,FAIL,Kane Ayron,/datum/objective/target/dehead,Detective,""
84,47,Alexander Sokolov,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
85,48,Sarah Venta,Steal the golden fire extinguisher.,FAIL,"",/datum/objective/steal,"",""
86,48,Sarah Venta,"Make an example of Emilia Wong, the Test Subject. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",SUCCESS,Emilia Wong,/datum/objective/target/harm,Test Subject,""
87,48,Sarah Venta,"Assassinate Takirichi, the Station Engineer.",SUCCESS,Takirichi,/datum/objective/target/assassinate,Station Engineer,""
88,48,Sarah Venta,"Assassinate Kar'drzi Morshar, the Test Subject.",SUCCESS,Kar'drzi Morshar,/datum/objective/target/assassinate,Test Subject,""
89,48,Sarah Venta,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
90,49,Mr.Honky,"Assassinate Noy Haifrai, the Technical Assistant.",SUCCESS,Noy Haifrai,/datum/objective/target/assassinate,Technical Assistant,""
91,49,Mr.Honky,Steal a hand teleporter.,SUCCESS,"",/datum/objective/steal,"",""
92,49,Mr.Honky,Steal an ablative armor vest.,SUCCESS,"",/datum/objective/steal,"",""
93,49,Mr.Honky,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
94,50,Otto Schulz,"Make an example of Michail Urievich, the Bartender. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",SUCCESS,Michail Urievich,/datum/objective/target/harm,Bartender,""
95,50,Otto Schulz,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
96,57,Vincent Rahl,Steal a research director's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
97,57,Vincent Rahl,"Make an example of Angela Borodatova, the Test Subject. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Angela Borodatova,/datum/objective/target/harm,Test Subject,""
98,57,Vincent Rahl,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
99,58,M&#39;ark the Peacemaker,"Protect Nikolay Gorgulov, the Recycler.",SUCCESS,Nikolay Gorgulov,/datum/objective/target/protect,Recycler,Traitor
100,58,M&#39;ark the Peacemaker,"Assassinate Artem Kotov, the Recycler.",SUCCESS,Artem Kotov,/datum/objective/target/assassinate,Recycler,""
101,58,M&#39;ark the Peacemaker,Steal a chief medical officer's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
2420,2235,Karen,Steal the hypospray.,FAIL,"",/datum/objective/steal,"",""
102,58,M&#39;ark the Peacemaker,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
103,59,Smolgey,"Protect Taras Krapov, the Shaft Miner.",FAIL,Taras Krapov,/datum/objective/target/protect,Shaft Miner,""
104,59,Smolgey,"Assassinate Artem Kotov, the Recycler.",SUCCESS,Artem Kotov,/datum/objective/target/assassinate,Recycler,""
105,59,Smolgey,Steal a functional AI.,FAIL,"",/datum/objective/steal,"",""
106,59,Smolgey,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
107,60,M&#39;ark the Peacemaker,"Protect Nikolay Gorgulov, the Recycler.",SUCCESS,Nikolay Gorgulov,/datum/objective/target/protect,Recycler,Traitor
108,60,M&#39;ark the Peacemaker,"Assassinate Artem Kotov, the Recycler.",SUCCESS,Artem Kotov,/datum/objective/target/assassinate,Recycler,""
109,60,M&#39;ark the Peacemaker,Steal a chief medical officer's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
110,60,M&#39;ark the Peacemaker,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
111,61,M&#39;ark the Peacemaker,"Protect Nikolay Gorgulov, the Recycler.",SUCCESS,Nikolay Gorgulov,/datum/objective/target/protect,Recycler,Traitor
112,61,M&#39;ark the Peacemaker,"Assassinate Artem Kotov, the Recycler.",SUCCESS,Artem Kotov,/datum/objective/target/assassinate,Recycler,""
113,61,M&#39;ark the Peacemaker,Steal a chief medical officer's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
114,61,M&#39;ark the Peacemaker,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
115,62,Calvin Wilson,Steal the golden fire extinguisher.,FAIL,"",/datum/objective/steal,"",""
116,62,Calvin Wilson,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
117,63,Hasitihika,"Assassinate Toby Bush, the Mime.",FAIL,Toby Bush,/datum/objective/target/assassinate,Mime,""
118,63,Hasitihika,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
119,64,Nikolay Gorgulov,Steal the hypospray.,FAIL,"",/datum/objective/steal,"",""
120,64,Nikolay Gorgulov,Steal a head of personnel's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
121,64,Nikolay Gorgulov,Put the head of Curly Mens in biogel can and steal it.,FAIL,Curly Mens,/datum/objective/target/dehead,Medical Intern,""
122,64,Nikolay Gorgulov,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
123,69,Johnny Blade,Steal a jetpack.,SUCCESS,"",/datum/objective/steal,"",""
124,69,Johnny Blade,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
125,70,Bob Bobski,"Assassinate Noy Haifrai, the Janitor.",SUCCESS,Noy Haifrai,/datum/objective/target/assassinate,Janitor,""
126,70,Bob Bobski,"Assassinate Oni, the Detective.",SUCCESS,Oni,/datum/objective/target/assassinate,Detective,""
127,70,Bob Bobski,Steal an RCD.,FAIL,"",/datum/objective/steal,"",""
128,70,Bob Bobski,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
129,71,Sergey Labuda,"Assassinate Bob Bobski, the MODE.",SUCCESS,Bob Bobski,/datum/objective/target/assassinate,MODE,Wizard
130,71,Sergey Labuda,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
131,72,Christopher Jean,Steal a pair of magboots.,FAIL,"",/datum/objective/steal,"",""
132,72,Christopher Jean,Steal a chief medical officer's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
133,72,Christopher Jean,Steal the station blueprints.,FAIL,"",/datum/objective/steal,"",""
134,72,Christopher Jean,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
135,95,John Don,Convince the crew that you are a paraplegic.,SUCCESS,"",/datum/objective/abductee/cannotmove,"",""
136,96,Justin Pokrovsky,Capture someone.,SUCCESS,"",/datum/objective/abductee/capture,"",""
137,97,Marks Jones,Capture someone.,SUCCESS,"",/datum/objective/abductee/capture,"",""
138,98,Loo Nash,You are pregnant and soon due. Find a safe place to deliver your baby.,SUCCESS,"",/datum/objective/abductee/pragnant,"",""
139,99,Curly Mens,Ensure the station is in absolutely pristine condition.,SUCCESS,"",/datum/objective/abductee/pristine,"",""
140,100,Michael Badger,This is a secret social experiment conducted by Nanotrasen. Convince the crew that this is the truth.,SUCCESS,"",/datum/objective/abductee/social_experiment,"",""
141,101,Steven Koolen,Ensure your department prospers over all else.,SUCCESS,"",/datum/objective/abductee/nations,"",""
142,102,Franklin Davis,You have been enlightened. This knowledge must not escape. Ensure nobody else can become enlightened.,SUCCESS,"",/datum/objective/abductee/prevent,"",""
143,103,Max Black,You must escape the station! Get the shuttle called!,SUCCESS,"",/datum/objective/abductee/shuttle,"",""
144,104,Riley Hawker,Flood the station's powernet with as much electricity as you can.,SUCCESS,"",/datum/objective/abductee/powerunlimited,"",""
145,105,Artem Kotov,"Make an example of Shak'Ket Hessa, the Chemist. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",SUCCESS,Shak'Ket Hessa,/datum/objective/target/harm,Chemist,""
146,105,Artem Kotov,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
147,107,Johnatan Ward,"Protect Oni, the Detective.",SUCCESS,Oni,/datum/objective/target/protect,Detective,""
148,107,Johnatan Ward,"Assassinate Tristan Garratt, the Test Subject.",FAIL,Tristan Garratt,/datum/objective/target/assassinate,Test Subject,""
149,107,Johnatan Ward,Steal an RCD.,SUCCESS,"",/datum/objective/steal,"",""
150,107,Johnatan Ward,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
151,108,Vincent Rahl,"Make an example of Harvey Powers, the Station Engineer. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",SUCCESS,Harvey Powers,/datum/objective/target/harm,Station Engineer,Traitor
152,108,Vincent Rahl,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
153,109,Balbesus,Steal a nasa voidsuit.,FAIL,"",/datum/objective/steal,"",""
154,109,Balbesus,"Assassinate Tamsin Winton, the Chef.",FAIL,Tamsin Winton,/datum/objective/target/assassinate,Chef,""
155,109,Balbesus,Steal a head of security's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
156,109,Balbesus,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
157,110,Isaiah Vader,Steal a hand teleporter.,FAIL,"",/datum/objective/steal,"",""
158,110,Isaiah Vader,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
159,111,Harvey Powers,Steal a piece of corgi meat.,SUCCESS,"",/datum/objective/steal,"",""
160,111,Harvey Powers,"Make an example of Carter Knapp, the Cargo Technician. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",SUCCESS,Carter Knapp,/datum/objective/target/harm,Cargo Technician,Traitor
161,111,Harvey Powers,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
162,112,Destra Shakit'ta,Steal the hypospray.,SUCCESS,"",/datum/objective/steal,"",""
163,112,Destra Shakit'ta,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
164,112,Destra Shakit'ta,Steal a chief engineer's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
165,112,Destra Shakit'ta,Steal a functional AI.,SUCCESS,"",/datum/objective/steal,"",""
166,112,Destra Shakit'ta,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
167,113,Johnatan Ward,"Make an example of Colton Moore, the Xenoarchaeologist. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",SUCCESS,Colton Moore,/datum/objective/target/harm,Xenoarchaeologist,""
168,113,Johnatan Ward,"Make an example of Isaiah Vader, the Chief Medical Officer. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Isaiah Vader,/datum/objective/target/harm,Chief Medical Officer,Traitor
169,113,Johnatan Ward,Steal a functional AI.,FAIL,"",/datum/objective/steal,"",""
170,113,Johnatan Ward,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
171,114,SOA-14,"Assassinate Bill Dolgrim, the Medical Doctor.",FAIL,Bill Dolgrim,/datum/objective/target/assassinate,Medical Doctor,""
172,114,SOA-14,Steal the golden fire extinguisher.,FAIL,"",/datum/objective/steal,"",""
173,114,SOA-14,Steal a research director's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
174,114,SOA-14,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
175,115,Seymour Briggs,Steal a jetpack.,FAIL,"",/datum/objective/steal,"",""
176,115,Seymour Briggs,Steal the station blueprints.,FAIL,"",/datum/objective/steal,"",""
177,115,Seymour Briggs,Steal a head of security's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
178,115,Seymour Briggs,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
179,116,Dante Virt,"Assassinate Fsh'akk Tim, the Janitor.",FAIL,Fsh'akk Tim,/datum/objective/target/assassinate,Janitor,""
180,116,Dante Virt,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
181,117,Andrey Belko,"Make an example of Harvey Powers, the Station Engineer. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",SUCCESS,Harvey Powers,/datum/objective/target/harm,Station Engineer,Traitor
182,117,Andrey Belko,Steal an ablative armor vest.,SUCCESS,"",/datum/objective/steal,"",""
183,117,Andrey Belko,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
184,118,Seamon Light,Steal the hypospray.,FAIL,"",/datum/objective/steal,"",""
185,118,Seamon Light,Steal the golden fire extinguisher.,FAIL,"",/datum/objective/steal,"",""
186,118,Seamon Light,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
187,119,Carter Knapp,Steal the hypospray.,FAIL,"",/datum/objective/steal,"",""
188,119,Carter Knapp,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
189,120,Loreto Bunten,"Assassinate Seymour Briggs, the Geneticist.",FAIL,Seymour Briggs,/datum/objective/target/assassinate,Geneticist,Traitor
190,120,Loreto Bunten,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
191,121,Jacob Stroh,Провести инспекцию станции и отправить отчёт по её завершению,SUCCESS,"",/datum/objective/custom,"",""
192,122,Ian Clarke,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
193,123,Lynn Young,Absorb 2 compatible genomes.,FAIL,"",/datum/objective/absorb,"",""
194,123,Lynn Young,"Assassinate Silly Willy, the Clown.",SUCCESS,Balbesus,/datum/objective/target/assassinate,Clown,""
195,123,Lynn Young,Steal a nasa voidsuit.,FAIL,"",/datum/objective/steal,"",""
196,123,Lynn Young,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
197,124,Dominick Pycroft,Absorb 2 compatible genomes.,FAIL,"",/datum/objective/absorb,"",""
198,124,Dominick Pycroft,"Assassinate Aaden Pratt, the Medical Intern.",SUCCESS,Aaden Pratt,/datum/objective/target/assassinate,Medical Intern,""
199,124,Dominick Pycroft,Steal the captain's antique laser gun.,FAIL,"",/datum/objective/steal,"",""
200,124,Dominick Pycroft,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
201,125,Jesus Exery,Absorb 2 compatible genomes.,FAIL,"",/datum/objective/absorb,"",""
202,125,Jesus Exery,"Assassinate Koudi Cooper, the Chaplain.",SUCCESS,Koudi Cooper,/datum/objective/target/assassinate,Chaplain,""
203,125,Jesus Exery,Steal a functional AI.,FAIL,"",/datum/objective/steal,"",""
204,125,Jesus Exery,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
205,126,Justin Pokrovsky,Absorb 2 compatible genomes.,FAIL,"",/datum/objective/absorb,"",""
206,126,Justin Pokrovsky,"Assassinate Lynn Young, the Scientist.",SUCCESS,Lynn Young,/datum/objective/target/assassinate,Scientist,Changeling
207,126,Justin Pokrovsky,Steal an RCD.,FAIL,"",/datum/objective/steal,"",""
208,126,Justin Pokrovsky,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
209,127,Kai Smith,Absorb 2 compatible genomes.,SUCCESS,"",/datum/objective/absorb,"",""
210,127,Kai Smith,"Assassinate Adam Grace, the Chemist.",SUCCESS,Adam Grace,/datum/objective/target/assassinate,Chemist,""
211,127,Kai Smith,Steal a piece of corgi meat.,FAIL,"",/datum/objective/steal,"",""
212,127,Kai Smith,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
213,128,Jamal Freeman,Steal 28 moles of phoron (full tank).,FAIL,"",/datum/objective/steal,"",""
214,128,Jamal Freeman,Steal a sample of slime extract.,SUCCESS,"",/datum/objective/steal,"",""
215,128,Jamal Freeman,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
269,176,Kid Creole,Defect from your employer.,SUCCESS,"",/datum/objective/abductee/defect,"",""
216,129,Alisa Don,"Assassinate Ksha Shee Thomass, the Chef.",SUCCESS,Ksha Shee Thomass,/datum/objective/target/assassinate,Chef,""
217,129,Alisa Don,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
218,130,Lary Doger,"Make an example of Leroy White, the Xenoarchaeologist. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Leroy White,/datum/objective/target/harm,Xenoarchaeologist,""
219,130,Lary Doger,"Make an example of Nikolay Gorgulov, the Scientist. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Nikolay Gorgulov,/datum/objective/target/harm,Scientist,""
220,130,Lary Doger,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
221,131,Jake Pliskin,Steal a captain's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
222,131,Jake Pliskin,Steal the hypospray.,FAIL,"",/datum/objective/steal,"",""
223,131,Jake Pliskin,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
224,132,Jesus Exery,Put the head of Alessandro Gagliardi in biogel can and steal it.,FAIL,Alessandro Gagliardi,/datum/objective/target/dehead,Medical Doctor,""
225,132,Jesus Exery,Steal the station blueprints.,FAIL,"",/datum/objective/steal,"",""
226,132,Jesus Exery,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
227,133,Drill Gnoos,Steal a head of personnel's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
