id,owner_id,owner,explanation_text,completed,target_name,type,target_assigned_role,target_special_role
37,12,Vox Shoal,Ransack the station and escape with 150 glass.,FAIL,"",/datum/objective/heist/salvage,"",""
38,12,Vox Shoal,"Do not leave any Vox behind, alive or dead.",FAIL,"",/datum/objective/heist/inviolate_crew,"",""
39,12,Vox Shoal,Follow the Inviolate. Minimise death and loss of resources.,FAIL,"",/datum/objective/heist/inviolate_death,"",""
40,22,Alpha,"Assassinate Lion Remark, the Medical Intern.",FAIL,Lion Remark,/datum/objective/target/assassinate,Medical Intern,""
41,22,Alpha,"Assassinate Chitayakiya, the MODE.",FAIL,Chitayakiya,/datum/objective/target/assassinate,MODE,Vox Raider
42,22,Alpha,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
835,210,Revolution,"Capture, convert or exile from station Steven Koolen, the Chief Medical Officer. Assassinate if you have no choice.",FAIL,Steven Koolen,/datum/objective/target/rp_rev,Chief Medical Officer,""
836,210,Revolution,"Capture, convert or exile from station Robert Liech, the Head of Personnel. Assassinate if you have no choice.",FAIL,Robert Liech,/datum/objective/target/rp_rev,Head of Personnel,""
837,210,Revolution,"Capture, convert or exile from station Heydrich Vibbler, the Captain. Assassinate if you have no choice.",FAIL,Heydrich Vibbler,/datum/objective/target/rp_rev,Captain,""
1054,1035,Goodwin Keppel,Put the head of Drill Gnoos in biogel can and steal it.,FAIL,Drill Gnoos,/datum/objective/target/dehead,Chemist,""
3858,3766,Randy Best,Steal a head of personnel's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
3859,3766,Randy Best,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
3860,3767,Kane Ayron,Steal an ablative armor vest.,FAIL,"",/datum/objective/steal,"",""
3861,3767,Kane Ayron,Steal a research director's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
3862,3767,Kane Ayron,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
3863,3768,Toby Bush,Steal a captain's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
43,23,Max Russell,Steal a sample of slime extract.,FAIL,"",/datum/objective/steal,"",""
44,23,Max Russell,"Assassinate Aphelios Tildor, the Test Subject.",FAIL,Aphelios Tildor,/datum/objective/target/assassinate,Test Subject,""
45,23,Max Russell,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
46,14,Alien Hivemind,Улей должен жить и размножаться. Ваша численность должна превосходить экипаж станции в 1.9 раз.,FAIL,"",/datum/objective/reproduct,"",""
47,97,Lord Tetrintol,"Assassinate Marcus Fulton, the Shaft Miner.",FAIL,Marcus Fulton,/datum/objective/target/assassinate,Shaft Miner,""
48,97,Lord Tetrintol,Steal the hypospray.,FAIL,"",/datum/objective/steal,"",""
49,97,Lord Tetrintol,Steal a pair of magboots.,FAIL,"",/datum/objective/steal,"",""
50,97,Lord Tetrintol,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
51,98,Sprinkledinkle,Steal a research director's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
52,98,Sprinkledinkle,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
53,99,Alpha,"Assassinate Xander Morris, the Test Subject.",FAIL,Xander Morris,/datum/objective/target/assassinate,Test Subject,""
54,99,Alpha,"Assassinate Liam O'Shea, the Chief Medical Officer.",FAIL,Liam O'Shea,/datum/objective/target/assassinate,Chief Medical Officer,Traitor
55,99,Alpha,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
56,100,Liam O'Shea,Steal a sample of slime extract.,FAIL,"",/datum/objective/steal,"",""
57,100,Liam O'Shea,Steal a captain's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
58,100,Liam O'Shea,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
59,20,Blob Conglomerate,We must grow and expand. Fill this station with our spores. Cover 1000 station tiles.,FAIL,"",/datum/objective/blob_takeover,"",""
60,103,Mystryl Darkmagic,"Assassinate Max Oguzkov, the Janitor.",FAIL,Max Oguzkov,/datum/objective/target/assassinate,Janitor,""
61,103,Mystryl Darkmagic,Steal a hand teleporter.,FAIL,"",/datum/objective/steal,"",""
62,103,Mystryl Darkmagic,Steal a nasa voidsuit.,FAIL,"",/datum/objective/steal,"",""
63,103,Mystryl Darkmagic,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
64,104,Elminister Unseen,"Assassinate Nikita Bubencov, the Warden.",FAIL,Nikita Bubencov,/datum/objective/target/assassinate,Warden,""
65,104,Elminister Unseen,"Assassinate Aimu Ser'ra, the Paramedic.",FAIL,Aimu Ser'ra,/datum/objective/target/assassinate,Paramedic,""
66,104,Elminister Unseen,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
67,105,Mordenkainen Darko,"Assassinate Issar Hess, the Xenoarchaeologist.",FAIL,Issar Hess,/datum/objective/target/assassinate,Xenoarchaeologist,""
68,105,Mordenkainen Darko,Steal a chief medical officer's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
69,105,Mordenkainen Darko,Steal a piece of corgi meat.,FAIL,"",/datum/objective/steal,"",""
70,105,Mordenkainen Darko,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
71,106,Yoda the Bandit Killer,"Protect Gerss Pharengeit, the Station Engineer.",FAIL,Gerss Pharengeit,/datum/objective/target/protect,Station Engineer,""
72,106,Yoda the Bandit Killer,"Assassinate Myron Demetrios, the Chaplain.",FAIL,Myron Demetrios,/datum/objective/target/assassinate,Chaplain,""
73,106,Yoda the Bandit Killer,Steal a head of security's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
74,106,Yoda the Bandit Killer,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
838,900,Alexander Sokolov,"Make an example of Mr.Honky, the Clown. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Mr.Honky,/datum/objective/target/harm,Clown,""
839,900,Alexander Sokolov,"Assassinate Skiddle, the Clown.",FAIL,Mr.Honky,/datum/objective/target/assassinate,Clown,""
840,900,Alexander Sokolov,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
841,901,John Parker,"Make an example of Kaylie Pennington, the Warden. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Kaylie Pennington,/datum/objective/target/harm,Warden,""
842,901,John Parker,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
843,902,Colten Hutton,Steal a hand teleporter.,SUCCESS,"",/datum/objective/steal,"",""
844,902,Colten Hutton,"Assassinate Vladimir Nesterenko, the Test Subject.",FAIL,Vladimir Nesterenko,/datum/objective/target/assassinate,Test Subject,""
845,902,Colten Hutton,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
846,903,Vincent Rahl,"Make an example of Hatika, the Scientist. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Hatika,/datum/objective/target/harm,Scientist,""
847,903,Vincent Rahl,Escape on the shuttle or an escape pod alive and free.,SUCCESS,"",/datum/objective/escape,"",""
3864,3768,Toby Bush,Steal the captain's pinpointer.,SUCCESS,"",/datum/objective/steal,"",""
3865,3768,Toby Bush,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
3866,3769,Arleen Morris,Put the head of Issa Messa in biogel can and steal it.,FAIL,Issa Messa,/datum/objective/target/dehead,Paramedic,""
1292,1207,The Space-Time Controller,"Assassinate Rex Belov, the Janitor.",FAIL,Rex Belov,/datum/objective/target/assassinate,Janitor,""
1293,1207,The Space-Time Controller,"Assassinate Max Russell, the Scientist.",FAIL,Max Russell,/datum/objective/target/assassinate,Scientist,Traitor
1294,1207,The Space-Time Controller,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
1295,1208,Max Russell,Steal a jetpack.,SUCCESS,"",/datum/objective/steal,"",""
1296,1208,Max Russell,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1297,1209,Arleen Morris,"Make an example of Igor Korotkov, the Security Officer. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Igor Korotkov,/datum/objective/target/harm,Security Officer,""
3867,3769,Arleen Morris,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
3868,3770,Circe the Weeping,"Assassinate Aurelianus Aquilimus, the Shaft Miner.",SUCCESS,Aurelianus Aquilimus,/datum/objective/target/assassinate,Shaft Miner,""
75,107,Ezekiel Woodward,"Make an example of Myron Demetrios, the Chaplain. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Myron Demetrios,/datum/objective/target/harm,Chaplain,""
76,107,Ezekiel Woodward,"Make an example of Gerss Pharengeit, the Station Engineer. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Gerss Pharengeit,/datum/objective/target/harm,Station Engineer,""
77,107,Ezekiel Woodward,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
78,108,Kaela Pratt,Steal the station blueprints.,FAIL,"",/datum/objective/steal,"",""
79,108,Kaela Pratt,Steal a head of personnel's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
80,108,Kaela Pratt,"Assassinate Crystal Sealis, the Technical Assistant.",FAIL,Crystal Sealis,/datum/objective/target/assassinate,Technical Assistant,""
81,108,Kaela Pratt,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
82,109,Rikitarikiri,"Assassinate Nikita Bubencov, the Warden.",FAIL,Nikita Bubencov,/datum/objective/target/assassinate,Warden,""
83,109,Rikitarikiri,"Make an example of Richard Postele, the Bartender. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Richard Postele,/datum/objective/target/harm,Bartender,""
84,109,Rikitarikiri,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
85,110,Aramsha Jarmack,"Make an example of Richard Lowe, the Test Subject. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Richard Lowe,/datum/objective/target/harm,Test Subject,""
86,110,Aramsha Jarmack,"Make an example of Calvin Wilson, the Head of Security. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Calvin Wilson,/datum/objective/target/harm,Head of Security,""
87,110,Aramsha Jarmack,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
88,111,Primary 9584,Survive in a host until the end of the round.,FAIL,"",/datum/objective/borer_survive,"",""
89,111,Primary 9584,Reproduce at least once.,FAIL,"",/datum/objective/borer_reproduce,"",""
90,111,Primary 9584,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
91,25,Shadowlings,"Ascend to your true form by use of the Ascendance ability. This may only be used with 15 collective thralls, while hatched, and is unlocked with the Collective Mind ability.",FAIL,"",/datum/objective/enthrall,"",""
92,27,Blob Conglomerate,We must grow and expand. Fill this station with our spores. Cover 500 station tiles.,FAIL,"",/datum/objective/blob_takeover,"",""
93,121,Ashrrad Shashd,Absorb 2 compatible genomes.,FAIL,"",/datum/objective/absorb,"",""
94,121,Ashrrad Shashd,"Assassinate Kit Harriman, the Botanist.",FAIL,Kit Harriman,/datum/objective/target/assassinate,Botanist,""
95,121,Ashrrad Shashd,Steal a chief medical officer's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
96,121,Ashrrad Shashd,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
97,122,Dinky Doodle,Absorb 3 compatible genomes.,FAIL,"",/datum/objective/absorb,"",""
98,122,Dinky Doodle,"Assassinate Quumxuqmqoo Zixqilxuq, the Medical Doctor.",FAIL,Quumxuqmqoo Zixqilxuq,/datum/objective/target/assassinate,Medical Doctor,""
99,122,Dinky Doodle,Steal the station blueprints.,FAIL,"",/datum/objective/steal,"",""
100,122,Dinky Doodle,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
101,123,Otto Schulz,Absorb 2 compatible genomes.,FAIL,"",/datum/objective/absorb,"",""
102,123,Otto Schulz,"Assassinate Lucas Gibson, the Paramedic.",FAIL,Lucas Gibson,/datum/objective/target/assassinate,Paramedic,""
103,123,Otto Schulz,Steal a sample of slime extract.,FAIL,"",/datum/objective/steal,"",""
104,123,Otto Schulz,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
105,31,Abductor Team,Experiment on 6 humans.,FAIL,"",/datum/objective/experiment,"",""
106,32,Abductor Team,Experiment on 6 humans.,FAIL,"",/datum/objective/experiment,"",""
107,128,Anna Smith,"Make an example of Tahikaeeti, the Janitor. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Tahikaeeti,/datum/objective/target/harm,Janitor,""
108,128,Anna Smith,Hijack the emergency shuttle by escaping alone.,FAIL,"",/datum/objective/hijack,"",""
109,129,Nikolay Gorgulov,Steal an ablative armor vest.,FAIL,"",/datum/objective/steal,"",""
110,129,Nikolay Gorgulov,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
111,130,Primary 8456,Survive in a host until the end of the round.,FAIL,"",/datum/objective/borer_survive,"",""
112,130,Primary 8456,Reproduce at least once.,FAIL,"",/datum/objective/borer_reproduce,"",""
113,130,Primary 8456,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
114,131,Secondary 8540,Survive in a host until the end of the round.,FAIL,"",/datum/objective/borer_survive,"",""
115,131,Secondary 8540,Reproduce at least once.,FAIL,"",/datum/objective/borer_reproduce,"",""
848,214,Blob Conglomerate,We must grow and expand. Fill this station with our spores. Cover 1000 station tiles.,SUCCESS,"",/datum/objective/blob_takeover,"",""
849,906,Alpha,"Assassinate Lim Al-Kuds, the Xenobiologist.",SUCCESS,Lim Al-Kuds,/datum/objective/target/assassinate,Xenobiologist,""
850,906,Alpha,"Assassinate Tony Barbiero, the Station Engineer.",SUCCESS,Tony Barbiero,/datum/objective/target/assassinate,Station Engineer,""
851,906,Alpha,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
852,216,Vox Shoal,Ransack the station and escape with 200 metal.,SUCCESS,"",/datum/objective/heist/salvage,"",""
853,216,Vox Shoal,We are lacking in hardware. Steal four energy guns.,SUCCESS,"",/datum/objective/heist/loot,"",""
1298,1209,Arleen Morris,Steal a research director's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
1299,1209,Arleen Morris,Steal the golden fire extinguisher.,SUCCESS,"",/datum/objective/steal,"",""
1300,1209,Arleen Morris,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1301,1212,Fanzilia Clark,Steal a captain's jumpsuit.,SUCCESS,"",/datum/objective/steal,"",""
3869,3770,Circe the Weeping,Steal an ablative armor vest.,FAIL,"",/datum/objective/steal,"",""
116,131,Secondary 8540,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
117,132,Tertiary 1447,Survive in a host until the end of the round.,FAIL,"",/datum/objective/borer_survive,"",""
118,132,Tertiary 1447,Reproduce at least once.,FAIL,"",/datum/objective/borer_reproduce,"",""
119,132,Tertiary 1447,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
120,133,Tertiary 3985,Survive in a host until the end of the round.,FAIL,"",/datum/objective/borer_survive,"",""
121,133,Tertiary 3985,Reproduce at least once.,FAIL,"",/datum/objective/borer_reproduce,"",""
122,133,Tertiary 3985,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
123,134,Tertiary 5200,Survive in a host until the end of the round.,FAIL,"",/datum/objective/borer_survive,"",""
124,134,Tertiary 5200,Reproduce at least once.,FAIL,"",/datum/objective/borer_reproduce,"",""
125,134,Tertiary 5200,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
126,135,Georg Selinof,Replace all normal windows with reinforced windows.,SUCCESS,"",/datum/objective/abductee/window,"",""
127,136,Kshchis'san Nsia,You know that Clown has perished. Call them from the spirit realm.,SUCCESS,"",/datum/objective/abductee/calling,"",""
128,137,Rafael Sunders,"Make an example of Tom Kazansky, the Chef. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Tom Kazansky,/datum/objective/target/harm,Chef,""
129,137,Rafael Sunders,"Make an example of Logan Sealis, the Warden. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Logan Sealis,/datum/objective/target/harm,Warden,""
130,137,Rafael Sunders,Steal a captain's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
131,137,Rafael Sunders,Hijack the emergency shuttle by escaping alone.,FAIL,"",/datum/objective/hijack,"",""
132,138,Gerss Pharengeit,Capture someone.,SUCCESS,"",/datum/objective/abductee/capture,"",""
133,139,Anatoly Oktyabrsky,Conduct a seance with the spirits of the afterlife.,SUCCESS,"",/datum/objective/abductee/ghosts,"",""
134,140,Zagyg the Sorcelator,Steal the hypospray.,FAIL,"",/datum/objective/steal,"",""
135,140,Zagyg the Sorcelator,Steal a functional AI.,FAIL,"",/datum/objective/steal,"",""
136,140,Zagyg the Sorcelator,Steal the station blueprints.,FAIL,"",/datum/objective/steal,"",""
137,140,Zagyg the Sorcelator,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
138,141,Roberto Pinney,Steal the captain's antique laser gun.,FAIL,"",/datum/objective/steal,"",""
139,141,Roberto Pinney,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
140,142,Lucas Gibson,Steal a functional AI.,FAIL,"",/datum/objective/steal,"",""
141,142,Lucas Gibson,"Make an example of Osbert Yeskey, the Technical Assistant. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Osbert Yeskey,/datum/objective/target/harm,Technical Assistant,""
142,142,Lucas Gibson,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
143,143,Harvey,"Assassinate Persy Watersand, the Captain.",FAIL,Persy Watersand,/datum/objective/target/assassinate,Captain,""
144,143,Harvey,"Assassinate Otto Schulz, the Head of Personnel.",FAIL,Otto Schulz,/datum/objective/target/assassinate,Head of Personnel,""
145,143,Harvey,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
146,144,Persh Levett,"Assassinate John Pavlov, the Scientist.",FAIL,John Pavlov,/datum/objective/target/assassinate,Scientist,""
147,144,Persh Levett,Steal 28 moles of phoron (full tank).,FAIL,"",/datum/objective/steal,"",""
148,144,Persh Levett,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
149,39,Cult Of Blood,"Убедитесь, что хотя бы 5 культистов улетят на шаттле, чтобы продолжить исследования на других станциях.",FAIL,"",/datum/objective/cult/recruit,"",""
150,39,Cult Of Blood,Призовите Нар-Си с помощью ритуала с пьедесталами на станции.,FAIL,"",/datum/objective/cult/summon_narsie,"",""
151,39,Cult Of Blood,"Принесите в жертву Tuco Calimantan, Security Cadet.",FAIL,Tuco Calimantan,/datum/objective/target/sacrifice,Cyborg,""
854,216,Vox Shoal,"Do not leave any Vox behind, alive or dead.",SUCCESS,"",/datum/objective/heist/inviolate_crew,"",""
855,216,Vox Shoal,Follow the Inviolate. Minimise death and loss of resources.,SUCCESS,"",/datum/objective/heist/inviolate_death,"",""
152,155,Wolter Kefier,Steal the captain's pinpointer.,FAIL,"",/datum/objective/steal,"",""
153,155,Wolter Kefier,Steal the golden fire extinguisher.,FAIL,"",/datum/objective/steal,"",""
154,155,Wolter Kefier,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
155,156,Otto Schulz,Steal the station blueprints.,FAIL,"",/datum/objective/steal,"",""
156,156,Otto Schulz,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
157,157,Quumxuqmqoo Zixqilxuq,Steal a head of personnel's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
159,157,Quumxuqmqoo Zixqilxuq,Steal a functional AI.,FAIL,"",/datum/objective/steal,"",""
856,218,Shadowlings,"Ascend to your true form by use of the Ascendance ability. This may only be used with 15 collective thralls, while hatched, and is unlocked with the Collective Mind ability.",FAIL,"",/datum/objective/enthrall,"",""
857,220,Blob Conglomerate,We must grow and expand. Fill this station with our spores. Cover 500 station tiles.,FAIL,"",/datum/objective/blob_takeover,"",""
1302,1212,Fanzilia Clark,"Assassinate Sparkle, the Clown.",SUCCESS,Sparkle,/datum/objective/target/assassinate,Clown,""
1303,1212,Fanzilia Clark,Steal a jetpack.,SUCCESS,"",/datum/objective/steal,"",""
1304,1212,Fanzilia Clark,Stay alive until the end.,SUCCESS,"",/datum/objective/survive,"",""
1523,1419,Rowan Pycroft,Steal a research director's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
3870,3770,Circe the Weeping,Steal a chief engineer's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
3871,3770,Circe the Weeping,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
3872,3771,Ruben Foster,Steal the captain's pinpointer.,SUCCESS,"",/datum/objective/steal,"",""
158,157,Quumxuqmqoo Zixqilxuq,Put the head of Anna Belko in biogel can and steal it.,FAIL,Anna Belko,/datum/objective/target/dehead,Security Officer,""
160,157,Quumxuqmqoo Zixqilxuq,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
161,158,D.D.O.S,"Assassinate Quumxuqmqoo Zixqilxuq, the Medical Doctor.",FAIL,Quumxuqmqoo Zixqilxuq,/datum/objective/target/assassinate,Medical Doctor,Traitor
162,158,D.D.O.S,"Assassinate Quumxuqmqoo Zixqilxuq, the Medical Doctor.",FAIL,Quumxuqmqoo Zixqilxuq,/datum/objective/target/assassinate,Medical Doctor,Traitor
163,158,D.D.O.S,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
164,159,Machine the Powerful,"Assassinate Vladislav Sokolov, the Paramedic.",FAIL,Vladislav Sokolov,/datum/objective/target/assassinate,Paramedic,""
165,159,Machine the Powerful,"Assassinate Jeremy Lloyd, the Internal Affairs Agent.",FAIL,Jeremy Lloyd,/datum/objective/target/assassinate,Internal Affairs Agent,""
166,159,Machine the Powerful,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
167,160,Артемилион,Steal the golden fire extinguisher.,FAIL,"",/datum/objective/steal,"",""
168,160,Артемилион,Steal the hypospray.,FAIL,"",/datum/objective/steal,"",""
169,160,Артемилион,Steal a chief engineer's jumpsuit.,FAIL,"",/datum/objective/steal,"",""
170,160,Артемилион,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
171,161,Jay Miller,Steal a pair of magboots.,FAIL,"",/datum/objective/steal,"",""
172,161,Jay Miller,Stay alive until the end.,FAIL,"",/datum/objective/survive,"",""
173,162,Bryan James,Steal a sample of slime extract.,FAIL,"",/datum/objective/steal,"",""
174,162,Bryan James,Escape on the shuttle or an escape pod alive and free.,FAIL,"",/datum/objective/escape,"",""
175,163,Patton Quirin,Steal 28 moles of phoron (full tank).,FAIL,"",/datum/objective/steal,"",""
176,163,Patton Quirin,"Make an example of Anna Petersons, the Head of Personnel. Break one of their bones, detach one of their limbs or disfigure their face. Make sure they're alive when you do it.",FAIL,Anna Petersons,/datum/objective/target/harm,Head of Personnel,""
