id,root_id,name,mob_type,assigned_role,special_role,real_name,mind_name,death_x,death_y,death_z,time_of_death,from_suicide,last_attacker_name
607,49371,John Don,"",Paramedic,"",John Don,John Don,141,113,2,36322.30078125,0,Ya zdes
608,49371,Frank Rea,"",Test Subject,"",Frank Rea,Frank Rea,23,142,2,39141.8984375,0,""
1478,49443,Grimwaar Rockseeker,"",Shaft Miner,"",Grimwaar Rockseeker,Grimwaar Rockseeker,138,106,6,16448.19921875,0,syndicate drone (568)
1479,49443,Unknown (as Artem Byblikov),"",Virologist,Traitor,Artem Byblikov,Artem Byblikov,157,85,2,18688.19921875,0,Vadim Kapustin
1480,49443,Henry Dolton,"",Janitor,Traitor,Henry Dolton,Henry Dolton,96,125,2,21753.400390625,0,""
1481,49443,Vadim Kapustin,"",Librarian,TraitorChan,Vadim Kapustin,Vadim Kapustin,104,73,2,23000.599609375,0,Paral Dune
1482,49443,Emil Lloyd,"",Test Subject,Traitor,Emil Lloyd,Emil Lloyd,144,129,2,25528.599609375,0,Naomi Jones
1483,49443,suspicious drone (568),"",Cyborg,"",syndicate drone (568),syndicate drone (568),121,176,2,25588.19921875,0,""
1484,49443,Bonk,"",Clown,"",Bonk,Bonk,149,122,2,33649.3984375,0,""
1485,49443,Sergei Petroff,"",Botanist,"",Sergei Petroff,Sergei Petroff,118,165,2,41089.3984375,0,Edward Brown
1486,49443,Jovani Isemann,"",Test Subject,"",Jovani Isemann,Jovani Isemann,104,140,2,42989.3984375,0,""
1487,49443,Sergei Petroff,"",Botanist,"",Sergei Petroff,Sergei Petroff,153,113,2,43741.80078125,0,Edward Brown
1488,49443,Unknown (as Anna O'Hara),"",Medical Intern,"",Anna O'Hara,Anna O'Hara,151,115,2,44469,0,Demian Norton
1489,49443,Hubert Tucker,"",Medical Doctor,"",Hubert Tucker,Hubert Tucker,147,113,2,44949,0,""
609,49371,Jonathan Jozaf,"",Security Cadet,"",Jonathan Jozaf,Jonathan Jozaf,65,161,2,40421.5,0,Jonathan Jozaf
610,49371,Sever Brusnika,"",Shaft Miner,"",Sever Brusnika,Sever Brusnika,150,74,6,41641.5,0,""
611,49372,Unknown (as Samuel Alliman),"",Bartender,"",Samuel Alliman,Samuel Alliman,97,70,2,29710.19921875,0,""
612,49372,Unknown,"",Security Officer,"",Martin Gordon,Martin Gordon,106,169,2,46910.19921875,0,Alexander Sokolov
613,49372,Unknown,"",Technical Assistant,"",Lech Valensa,Lech Valensa,120,177,2,47590.19921875,0,Kira Noton
614,49372,Gennady Whiteman,"",Security Officer,"",Gennady Whiteman,Gennady Whiteman,126,65,2,47930.19921875,0,""
615,49372,Colten Weisgarber,"",Shaft Miner,"",Colten Weisgarber,Colten Weisgarber,123,92,6,49930.19921875,0,""
616,49372,Sever Brusnika,"",Shaft Miner,"",Sever Brusnika,Sever Brusnika,123,88,6,50430.19921875,0,Sever Brusnika
617,49373,John Don,"",Paramedic,"",John Don,John Don,166,180,2,13733.2001953125,0,Yachikichakahha
618,49373,Pavel Lemsky,"",Test Subject,"",Pavel Lemsky,Pavel Lemsky,250,11,1,15273.2001953125,0,""
619,49373,Unknown (as Mime),"",Clown,"",Mime,Mime,153,111,2,15813.599609375,0,Jeremy Simpson
620,49373,Pavel Lemsky,"",Test Subject,"",Pavel Lemsky,Pavel Lemsky,245,7,1,16893.19921875,0,""
621,49373,Pavel Lemsky,"",Test Subject,"",Pavel Lemsky,Pavel Lemsky,245,7,1,17253.19921875,0,""
622,49373,Yachayaki,"",MODE,Vox Raider,Yachayaki,Yachayaki,134,164,2,21373.19921875,0,""
623,49374,Chip Alice,"",Station Engineer,"",Chip Alice,Chip Alice,149,105,2,22318.099609375,0,Chip Alice
624,49374,Kuriu Qlio'kaf,"",Shaft Miner,"",Kuriu Qlio'kaf,Kuriu Qlio'kaf,134,105,6,41036.8984375,0,Kuriu Qlio'kaf
625,49374,Jose Butterfill,"",Security Officer,"",Jose Butterfill,Jose Butterfill,159,98,2,48542.5,0,Harvey Schaeffer
626,49374,Elric Keener,"",Research Assistant,"",Elric Keener,Elric Keener,147,115,2,53396.8984375,0,Lief Highlands
627,49374,Gyrg-mylin,"",Mime,Shadowling,Gyrg-mylin,Ivan Huga,194,117,2,56856.8984375,0,""
628,49374,Chip Alice,"",Station Engineer,Thrall,Chip Alice,Chip Alice,71,183,2,58816.8984375,0,Chip Alice
629,49374,Unknown,"",Research Assistant,"",Elric Keener,Elric Keener,99,169,2,68736.8984375,0,Elric Keener
630,49374,Artem Byblikov,"",Xenoarchaeologist,"",Artem Byblikov,Artem Byblikov,169,210,6,77377.296875,0,Artem Byblikov
631,49374,Wolf Albobsky,"",Test Subject,"",Wolf Albobsky,Wolf Albobsky,167,108,2,81756.8984375,0,Tom Kazansky
632,49374,maintenance drone (408),"",Cyborg,"",maintenance drone (408),maintenance drone (408),47,167,2,83896.8984375,0,""
633,49374,Alan Smail,"",Botanist,"",Alan Smail,Alan Smail,67,129,2,84717.296875,0,mouse (21)
634,49378,Kaela Pratt,"",Station Engineer,Changeling,Kaela Pratt,Kaela Pratt,194,158,2,20554.30078125,0,QVMC
635,49378,Kim Shu Shi,"",Mime,Changeling,Kim Shu Shi,Kim Shu Shi,92,125,2,21053.900390625,0,Kim Shu Shi
636,49378,Unknown (as Andre Bailey),"",Security Officer,"",Andre Bailey,Andre Bailey,62,128,2,36733.8984375,0,Andre Bailey
637,49378,Johnathan Armstrong,"",Security Officer,"",Johnathan Armstrong,Johnathan Armstrong,60,128,2,36894.30078125,0,""
638,49378,Shagan Rock'Shur,"",default,"",Shagan Rock'Shur,Shagan Rock'Shur,65,130,2,37013.8984375,0,Shagan Rock'Shur
639,49378,Amelia Evilstone,"",Quartermaster,Changeling,Amelia Evilstone,Amelia Evilstone,57,128,2,37414.30078125,0,""
640,49378,Wolf Albobsky,"",Test Subject,"",Wolf Albobsky,Wolf Albobsky,183,50,6,37613.8984375,0,""
641,49378,Hans Uberman,"",Mime,Changeling,Hans Uberman,Kim Shu Shi,90,118,2,37633.8984375,0,Kim Shu Shi
642,49378,Kshchis'san Nsia,"",Paramedic,"",Kshchis'san Nsia,Kshchis'san Nsia,107,140,2,39133.8984375,0,""
1490,49443,Grace Prechtl,"",Test Subject,"",Grace Prechtl,Grace Prechtl,96,142,2,50669,0,""
1491,49443,Calvin Wilson,"",Detective,"",Calvin Wilson,Calvin Wilson,112,177,2,52270.19921875,0,""
1492,49443,Archie Moore,"",Security Officer,"",Archie Moore,Archie Moore,98,178,2,52550.6015625,0,Archie Moore
1493,49443,Russell Lauffer,"",Paramedic,Traitor,Russell Lauffer,Russell Lauffer,115,182,2,52670.19921875,0,Archie Moore
1494,49443,Ink Void,"",Shaft Miner,Traitor,Ink Void,Ink Void,63,108,2,53310.6015625,0,GA-flynn
1495,49443,Tee Zhao Zak,"",Animal,TraitorChan,Tee Zhao Zak,Vadim Kapustin,135,119,2,53729.3984375,0,""
1496,49443,GA-flynn,"",Cyborg,"",GA-flynn,Huffie Straub,117,175,2,0,0,Paral Dune
1497,49443,Unknown,"",Medical Intern,"",Anna O'Hara,Anna O'Hara,84,159,2,58472.19921875,0,Merk
1498,49443,Paral Dune,"",Atmospheric Technician,Traitor,Paral Dune,Paral Dune,96,242,1,59454.6015625,0,mouse (192)
1499,49444,Loreto Bunten,"",Security Officer,"",Loreto Bunten,Loreto Bunten,112,192,2,25509.80078125,0,""
1500,49444,Jack Polson,"",Shaft Miner,"",Jack Polson,Jack Polson,68,79,6,27049.80078125,0,Jack Polson
1501,49444,Unknown (as Loreto Bunten),"",Security Officer,"",Loreto Bunten,Loreto Bunten,150,111,2,28209.80078125,0,""
1502,49444,Unknown (as Angel Hirleman),"",Shaft Miner,"",Angel Hirleman,Angel Hirleman,81,141,2,38209.80078125,0,Lizard Wizard
1503,49444,Gleb Sobachkin,"",Xenoarchaeologist,"",Gleb Sobachkin,Gleb Sobachkin,120,207,6,56349.80078125,0,""
1504,49444,Jack Polson,"",Shaft Miner,"",Jack Polson,Jack Polson,150,100,2,67215,0,Jack Polson
1505,49444,Angel Hirleman,"",Shaft Miner,"",Angel Hirleman,Angel Hirleman,164,149,2,69229.796875,0,""
643,49378,Gerss Pharengeit,"",Atmospheric Technician,Changeling,Gerss Pharengeit,Gerss Pharengeit,145,163,2,40374.30078125,0,""
644,49378,Adamantine Golem (582),"",default,"",Adamantine Golem (582),Adamantine Golem (582),135,141,2,48873.8984375,0,Zoe San
645,49378,Hans Uberman,"",Mime,Changeling,Hans Uberman,Kim Shu Shi,97,237,1,63733.8984375,0,Zoe San
646,49378,Amelia Evilstone,"",Quartermaster,Changeling,Amelia Evilstone,Amelia Evilstone,93,229,1,63773.8984375,0,Johan Richards
647,49379,Janel Clarke,"",Research Assistant,"",Janel Clarke,Janel Clarke,65,80,6,30881,0,Jung Prods
648,49379,Gennady Whiteman,"",Security Officer,"",Gennady Whiteman,Gennady Whiteman,157,45,2,42761,0,""
649,49379,Judah Hall,"",Librarian,"",Judah Hall,Judah Hall,66,162,2,45201,0,""
650,49379,Sahha Tas'sat,"",Atmospheric Technician,"",Sahha Tas'sat,Sahha Tas'sat,165,80,2,55601,0,""
651,49379,Unknown,"",Mime,"",Toby Bush,Toby Bush,80,150,2,55941.3984375,0,Rafael Sunders
652,49379,Unknown (as Bozydar Korobovich),"",Paramedic,"",Bozydar Korobovich,Bozydar Korobovich,68,169,2,58041,0,syndicate drone (947)
653,49379,suspicious drone (947),"",Cyborg,"",syndicate drone (947),syndicate drone (947),87,234,1,59641,0,""
654,49380,Alan Smail,"",Xenoarchaeologist,"",Alan Smail,Alan Smail,175,122,6,102456,0,""
655,49380,Zaooqwazix Volqu-uuwaq,"",Chief Medical Officer,"",Zaooqwazix Volqu-uuwaq,Zaooqwazix Volqu-uuwaq,144,105,2,150816,0,""
656,49381,Alan Smail,"",Security Officer,"",Alan Smail,Alan Smail,192,135,2,21830.900390625,0,""
657,49383,Sergey Sverlov,"",Mime,"",Sergey Sverlov,Sergey Sverlov,119,195,2,89462.5,0,Tamsin Winton
658,49385,Isaiah Unk,"",Station Engineer,"",Isaiah Unk,Isaiah Unk,72,169,2,14128.2998046875,0,Isaiah Unk
659,49385,Unknown (as Magomed Ibragimov),"",Chaplain,"",Magomed Ibragimov,Magomed Ibragimov,137,159,2,25108.30078125,0,""
660,49385,Kane Thompson,"",Shaft Miner,"",Kane Thompson,Kane Thompson,101,158,6,44048.30078125,0,""
1506,49444,Genadiy Tesla,"",Station Engineer,"",Genadiy Tesla,Genadiy Tesla,125,88,2,69230.203125,0,Genadiy Tesla
661,49386,Unknown,"",Mime,"",Lim Tresspadas,Lim Tresspadas,120,122,2,38754.6015625,0,""
662,49386,Changeling,"",Clown,"",Honkie,Honkie,113,112,2,39114.6015625,0,William Blessig
663,49386,Fanzilia Clark,"",Chief Engineer,"",Fanzilia Clark,Fanzilia Clark,128,105,2,49935,0,Dextra
664,49386,Unknown,"",Security Officer,"",William Blessig,William Blessig,114,176,2,52534.6015625,0,""
665,49386,Unknown (as Linton Compton),"",Security Officer,"",Linton Compton,Linton Compton,114,175,2,52535,0,""
666,49386,Radik Kuzakin,"",Head of Security,"",Radik Kuzakin,Radik Kuzakin,122,181,2,52794.6015625,0,""
667,49386,Unknown,"",Janitor,Traitor,Sergei Petroff,Sergei Petroff,112,181,2,53175,0,""
668,49386,Nina Volk,"",Medical Doctor,"",Nina Volk,Nina Volk,153,110,2,53234.6015625,0,""
669,49386,Connor Moore,"",Security Officer,"",Connor Moore,Connor Moore,67,145,2,53694.6015625,0,""
670,49386,Unknown (as Vlad Cubovich),"",Bartender,"",Vlad Cubovich,Vlad Cubovich,91,132,2,53694.6015625,0,""
671,49386,Liam O'Shea,"",Head of Personnel,"",Liam O'Shea,Liam O'Shea,106,126,2,53795,0,""
672,49386,Unknown (as Nikolai Naumov),"",Test Subject,"",Nikolai Naumov,Nikolai Naumov,102,135,2,53795,0,""
673,49386,Unknown (as Jung Prods),"",Shaft Miner,"",Jung Prods,Jung Prods,100,136,2,53835,0,""
674,49386,Unknown (as Jonathan Jozaf),"",Technical Assistant,"",Jonathan Jozaf,Jonathan Jozaf,101,142,2,54215,0,""
675,49386,Unknown (as Vincent Harshman),"",Roboticist,"",Vincent Harshman,Vincent Harshman,156,135,2,54254.6015625,0,S.P.U.n
676,49386,Unknown (as Koudi Cooper),"",Scientist,"",Koudi Cooper,Koudi Cooper,154,142,2,54275,0,""
677,49386,Unknown (as Di Nule),"",Geneticist,"",Di Nule,Di Nule,162,114,2,54315,0,""
678,49386,Ricardo Richter,"",Security Officer,"",Ricardo Richter,Ricardo Richter,55,142,2,54454.6015625,0,""
679,49386,William Picard,"",Medical Doctor,Traitor,William Picard,William Picard,160,111,2,54535,0,""
680,49386,M'ark M'rshan,"",Paramedic,Traitor,M'ark M'rshan,M'ark M'rshan,140,147,2,54555.3984375,0,""
681,49386,Joseph Dreyfus,"",Forensic Technician,"",Joseph Dreyfus,Joseph Dreyfus,56,142,2,54594.6015625,0,""
682,49386,John Gardner,"",Roboticist,"",John Gardner,John Gardner,33,143,2,55334.6015625,0,""
683,49386,Di Nule,"",Geneticist,"",Di Nule,Di Nule,159,114,2,55634.6015625,0,""
684,49386,Pele Vikernes,"",Technical Assistant,"",Pele Vikernes,Pele Vikernes,157,112,2,55775,0,Kembrish
685,49386,Vladimir Nesterenko,"",Test Subject,"",Vladimir Nesterenko,Vladimir Nesterenko,137,173,2,55895.80078125,0,Honkie
686,49386,William Picard,"",Medical Doctor,Traitor,William Picard,William Picard,159,114,2,56314.6015625,0,""
687,49386,Kris Merdrod,"",Paramedic,"",Kris Merdrod,Kris Merdrod,154,134,2,56595,0,Kembrish
688,49386,Unknown (as Kuriu Qlio'kaf),"",Cargo Technician,"",Kuriu Qlio'kaf,Kuriu Qlio'kaf,122,161,2,56954.6015625,0,""
689,49386,Marcus Arrow,"",Medical Doctor,"",Marcus Arrow,Marcus Arrow,137,166,2,57235,0,""
690,49386,Jack Willows,"",Quartermaster,"",Jack Willows,Jack Willows,122,156,2,57295,0,""
691,49386,Bryan Riker,"",Recycler,"",Bryan Riker,Bryan Riker,62,142,2,59314.6015625,0,""
692,49386,Alex King,"",Chaplain,"",Alex King,Alex King,134,138,2,59835.3984375,0,Kembrish
693,49386,Unknown (as Yan Remi),"",Medical Doctor,"",Yan Remi,Yan Remi,45,142,2,61654.6015625,0,""
694,49386,Curly Mens,"",Scientist,"",Curly Mens,Curly Mens,130,130,2,62114.6015625,0,""
695,49386,Unknown (as Joseph Benson),"",Chef,"",Joseph Benson,Joseph Benson,127,158,2,62234.6015625,0,Marcus Arrow
696,49386,Max Russell,"",Technical Assistant,"",Max Russell,Max Russell,69,106,2,62934.6015625,0,""
697,49388,Rasputin the Seething,"",MODE,Wizard,Rasputin the Seething,Rasputin the Seething,141,121,2,14209,0,Rasputin the Seething
698,49388,Khelben the Sorcelator,"",MODE,Wizard,Khelben the Sorcelator,Khelben the Sorcelator,159,104,2,17268.19921875,0,Khelben the Sorcelator
699,49388,Michael Goliafof,"",Shaft Miner,"",Michael Goliafof,Michael Goliafof,174,82,6,17468.19921875,0,""
700,49388,Max Woodward,"",Security Officer,"",Max Woodward,Max Woodward,98,237,1,22908.19921875,0,Nina Volk
701,49389,Joseph Dreyfus,"",Station Engineer,"",Joseph Dreyfus,Joseph Dreyfus,35,150,2,55857.69921875,0,""
702,49389,Wolf Albobsky,"",Test Subject,"",Wolf Albobsky,Wolf Albobsky,35,139,2,75997.703125,0,""
703,49390,Ilya Melyi,"",Medical Doctor,"",Ilya Melyi,Ilya Melyi,155,91,2,11476.2001953125,0,""
704,49390,Vladimir Nesterenko,"",Security Officer,"",Vladimir Nesterenko,Vladimir Nesterenko,156,95,2,12135.7998046875,0,""
705,49390,Max Russell,"",Technical Assistant,"",Max Russell,Max Russell,151,127,2,12295.7998046875,0,""
706,49390,Kuriu Qlio'kaf,"",Station Engineer,"",Kuriu Qlio'kaf,Kuriu Qlio'kaf,129,111,2,12875.7998046875,0,""
707,49390,Miklos Riumkin,"",Detective,"",Miklos Riumkin,Miklos Riumkin,156,117,2,13195.7998046875,0,""
708,49390,Dirty Honker,"",Clown,"",Dirty Honker,Dirty Honker,154,95,2,13724.2001953125,0,Tamsin Winton
709,49390,M'ark M'rshan,"",Paramedic,"",M'ark M'rshan,M'ark M'rshan,153,80,2,15036.599609375,0,""
710,49390,Victor Barinov,"",Psychiatrist,"",Victor Barinov,Victor Barinov,156,91,2,15438.2001953125,0,""
711,49390,Tamsin Winton,"",Security Officer,"",Tamsin Winton,Tamsin Winton,155,90,2,15762.599609375,0,Dirty Honker
712,49390,Jonathan Jozaf,"",Atmospheric Technician,"",Jonathan Jozaf,Jonathan Jozaf,154,94,2,16863.80078125,0,""
713,49390,Sergey Labuda,"",Technical Assistant,"",Sergey Labuda,Sergey Labuda,165,94,2,19056.599609375,0,""
714,49390,Issar Hess,"",Scientist,"",Issar Hess,Issar Hess,129,148,2,19176.19921875,0,""
715,49390,Gar'dosros,"",Test Subject,"",Gar'dosros,Gar'dosros,136,142,2,19255.80078125,0,""
716,49390,Hasitihika,"",Scientist,"",Hasitihika,Hasitihika,149,143,2,20596.19921875,0,""
717,49390,Bryan James,"",Chaplain,"",Bryan James,Bryan James,156,94,2,20730.599609375,0,""
718,49390,Cassian Winton,"",Geneticist,"",Cassian Winton,Cassian Winton,153,141,2,20735.80078125,0,""
719,49390,Connor Moore,"",Security Officer,"",Connor Moore,Connor Moore,155,91,2,21875.80078125,0,Troy Orgail
720,49390,Nikolas Lacon,"",Security Officer,"",Nikolas Lacon,Nikolas Lacon,151,115,2,22462.19921875,0,Troy Orgail
721,49390,Elwood Kuster,"",Mime,"",Elwood Kuster,Elwood Kuster,150,115,2,22991.400390625,0,""
722,49390,Efim Malcev,"",Medical Intern,"",Efim Malcev,Efim Malcev,131,134,2,23135.80078125,0,Kirill Vasanski
723,49390,Michael Goliafof,"",Station Engineer,"",Michael Goliafof,Michael Goliafof,156,91,2,23195.80078125,0,""
724,49390,Kirill Vasanski,"",Station Engineer,"",Kirill Vasanski,Kirill Vasanski,151,115,2,23515.80078125,0,Kirill Vasanski
725,49390,Sivean Doulson,"",Bartender,"",Sivean Doulson,Sivean Doulson,134,136,2,23676.19921875,0,""
726,49390,Oscar Spock,"",Geneticist,"",Oscar Spock,Oscar Spock,134,139,2,24091.400390625,0,Kris Merdrod
727,49390,podkid (569) (as Unknown),"",default,"",podkid (569),podkid (569),131,141,2,24615.80078125,0,Nikolas Lacon
728,49390,Stepan Ivanovich,"",Janitor,"",Stepan Ivanovich,Stepan Ivanovich,66,140,2,26515.80078125,0,""
729,49390,Troy Orgail,"",Technical Assistant,"",Troy Orgail,Troy Orgail,106,185,2,26818.599609375,0,Nikolas Lacon
730,49390,Jack Willows,"",Quartermaster,"",Jack Willows,Jack Willows,72,142,2,28098.599609375,0,Aphelios Tildor
731,49390,Liam O'Shea,"",Internal Affairs Agent,"",Liam O'Shea,Liam O'Shea,72,141,2,28275,0,""
732,49390,Kane Thompson,"",Captain,"",Kane Thompson,Kane Thompson,73,140,2,28975.400390625,0,""
733,49390,Aphelios Tildor,"",Security Officer,"",Aphelios Tildor,Aphelios Tildor,77,141,2,29237.80078125,0,""
734,49390,Sahha Tas'sat,"",Atmospheric Technician,"",Sahha Tas'sat,Sahha Tas'sat,75,142,2,29548.19921875,0,""
735,49390,Valeriy Krakov,"",Test Subject,"",Valeriy Krakov,Valeriy Krakov,45,131,2,29876.19921875,0,""
736,49390,William Blessig,"",Shaft Miner,"",William Blessig,William Blessig,75,141,2,30186.599609375,0,""
737,49390,Cy Black,"",Cargo Technician,"",Cy Black,Cy Black,71,141,2,30288.599609375,0,""
738,49390,Joey Foster,"",Test Subject,"",Joey Foster,Joey Foster,71,140,2,30852.19921875,0,""
739,49390,B.I.O.S,"",Cyborg,"",B.I.O.S,Arkadiy Babushkin,55,114,2,0,0,Troy Orgail
740,49390,Norman Normans,"",Station Engineer,"",Norman Normans,Norman Normans,17,145,2,31539.400390625,0,""
741,49390,NOT SPECIFIED,"",Botanist,"",Curly Mens,Curly Mens,62,104,2,31655.80078125,0,Curly Mens
742,49390,Icarus,"",Cyborg,"",Icarus,ARMA-970,50,132,2,0,0,""
743,49390,Kris Merdrod,"",Paramedic,"",Kris Merdrod,Kris Merdrod,68,108,2,32316.19921875,0,Aphelios Tildor
744,49390,Daniil Pravashinskiy,"",Atmospheric Technician,"",Daniil Pravashinskiy,Daniil Pravashinskiy,49,132,2,32507.80078125,0,""
745,49390,John Gardner,"",Roboticist,"",John Gardner,John Gardner,45,131,2,33296.19921875,0,B.I.O.S
746,49390,Nikolai Naumov,"",Test Subject,"",Nikolai Naumov,Nikolai Naumov,71,140,2,33446.6015625,0,""
747,49392,maintenance drone (128),"",Cyborg,"",syndicate drone (128),syndicate drone (128),156,99,2,17879.30078125,0,""
748,49392,Daniil Pravashinskiy,"",Security Officer,"",Daniil Pravashinskiy,Daniil Pravashinskiy,67,145,2,21479.69921875,0,Daniil Pravashinskiy
749,49392,Captain,"",Test Subject,Traitor,Paral Dune,Paral Dune,29,143,2,26220.099609375,0,Jared Hell
750,49392,Vladimir Nesterenko,"",Test Subject,"",Vladimir Nesterenko,Vladimir Nesterenko,167,97,2,28879.69921875,0,Milosh Greenle
751,49392,Unknown (as Alfred Roberts),"",Captain,"",Alfred Roberts,Alfred Roberts,130,124,2,29179.30078125,0,""
752,49392,Unknown (as Moqoor Loorqum),"",Security Officer,"",Moqoor Loorqum,Moqoor Loorqum,172,147,2,34659.69921875,0,Bonker Of Void
753,49392,Unknown (as Jared Hell),"",Security Cadet,"",Jared Hell,Jared Hell,172,180,2,36899.30078125,0,Lim Al-Kuds
754,49392,Unknown (as Moqoor Loorqum),"",Security Officer,"",Moqoor Loorqum,Moqoor Loorqum,148,102,2,37759.69921875,0,Bonker Of Void
755,49392,Unknown,"",Test Subject,Traitor,Aphelios Tildor,Aphelios Tildor,66,68,4,38560.1015625,0,""
756,49392,Unknown (as Moqoor Loorqum),"",Security Officer,"",Moqoor Loorqum,Moqoor Loorqum,145,106,2,38619.69921875,0,Bonker Of Void
757,49392,Unknown (as Moqoor Loorqum),"",Security Officer,"",Moqoor Loorqum,Moqoor Loorqum,152,114,2,46379.69921875,0,Bonker Of Void
758,49392,Stepan Ivanovich,"",Test Subject,"",Stepan Ivanovich,Stepan Ivanovich,144,96,2,47379.69921875,0,""
759,49393,Kenneth Harrow,"",Shaft Miner,"",Kenneth Harrow,Kenneth Harrow,138,104,6,12900.5,0,""
760,49393,Denise Clewett,"",default,Zombie,Denise Clewett,Denise Clewett,113,181,2,15240.5,0,""
761,49393,Denise Clewett,"",default,Zombie,Denise Clewett,Denise Clewett,119,177,2,16020.5,0,""
762,49393,Oldman Kirsan,"",Recycler,"",Oldman Kirsan,Oldman Kirsan,88,106,2,16380.900390625,0,""
763,49393,Unknown,"",default,"",Kendra Duncan,Kendra Duncan,115,180,2,16920.5,0,Bruce Bennett
1620,49445,Zayden Fiddler,"",Recycler,"",Zayden Fiddler,Zayden Fiddler,85,102,2,73456,0,""
1507,49445,Tim Riotland,"",Xenoarchaeologist,"",Tim Riotland,Tim Riotland,175,192,6,18756,0,""
1508,49445,Ivan Huga,"",Mime,Traitor,Ivan Huga,Ivan Huga,147,111,2,29636,0,Ivan Huga
1509,49445,Thomas Leech,"",Librarian,Traitor,Thomas Leech,Thomas Leech,111,190,2,34796,0,Oleg Osetrov
1510,49445,Unknown (as Alisa Don),"",Geneticist,"",Alisa Don,Alisa Don,161,121,2,41616,0,Alisa Don
1511,49445,Lim Al-Kuds,"",Test Subject,Traitor,Lim Al-Kuds,Lim Al-Kuds,161,115,2,42675.6015625,0,Issar Hess
764,49393,Denise Clewett,"",default,Zombie,Denise Clewett,Denise Clewett,118,176,2,17200.5,0,Brenden Logue
765,49393,Zane Caldwell,"",default,Zombie,Zane Caldwell,Zane Caldwell,109,172,2,17360.5,0,Denise Clewett
766,49393,Sugoma Nut,"",default,"",Brenden Logue,Brenden Logue,113,179,2,17520.5,0,Zane Caldwell
767,49393,Alexander Fulton,"",Security Officer,"",Alexander Fulton,Alexander Fulton,117,190,2,18340.900390625,0,Denise Clewett
768,49393,Andrey Kulakov,"",Security Officer,"",Andrey Kulakov,Andrey Kulakov,130,189,2,18740.5,0,Denise Clewett
769,49393,Unknown (as Kirill Vasanski),"",Security Officer,"",Kirill Vasanski,Kirill Vasanski,118,173,2,18940.5,0,Zane Caldwell
770,49393,Hans Uberman,"",Warden,"",Hans Uberman,Hans Uberman,119,186,2,19060.900390625,0,Brenden Logue
771,49393,Unknown (as John Don),"",Paramedic,"",John Don,John Don,124,169,2,19100.900390625,0,Kendra Duncan
772,49393,Unknown,"",Clown,"",YA ZNAYU KOD OT BOMBI,YA ZNAYU KOD OT BOMBI,113,185,2,19600.900390625,0,Denise Clewett
773,49393,Vadim Kapustin,"",Security Officer,"",Vadim Kapustin,Vadim Kapustin,118,144,2,20160.900390625,0,Andrey Kulakov
774,49393,Denise Clewett,"",default,Zombie,Denise Clewett,Denise Clewett,113,184,2,20360.5,0,Denise Clewett
775,49393,Gerss Pharengeit,"",Scientist,"",Gerss Pharengeit,Gerss Pharengeit,144,129,2,20400.900390625,0,Andrey Kulakov
776,49393,Jack Engi,"",Recycler,"",Jack Engi,Jack Engi,149,108,2,20661.69921875,0,Andrey Kulakov
777,49393,Frank Rea,"",Test Subject,"",Frank Rea,Frank Rea,99,130,2,20700.5,0,Brenden Logue
778,49393,Unknown (as Hugo Richter),"",Security Cadet,"",Hugo Richter,Hugo Richter,113,141,2,20760.5,0,Kendra Duncan
779,49393,Kaylie Pennington,"",Medical Doctor,"",Kaylie Pennington,Kaylie Pennington,149,118,2,20860.900390625,0,Andrey Kulakov
780,49393,Koudi Cooper,"",Xenobiologist,"",Koudi Cooper,Koudi Cooper,169,144,2,20900.5,0,John Don
781,49393,Issar Hess,"",Scientist,"",Issar Hess,Issar Hess,148,143,2,21041.69921875,0,John Don
782,49393,Michael Goliafof,"",Station Engineer,"",Michael Goliafof,Michael Goliafof,148,142,2,21200.900390625,0,John Don
783,49393,Alexander Kuznetsov,"",Test Subject,"",Alexander Kuznetsov,Alexander Kuznetsov,135,130,2,21341.30078125,0,Gerss Pharengeit
784,49393,Tomylia Quqozkrq,"",Xenoarchaeologist,"",Tomylia Quqozkrq,Tomylia Quqozkrq,18,141,2,21501.30078125,0,Vadim Kapustin
785,49393,Max Russell,"",Technical Assistant,"",Max Russell,Max Russell,19,142,2,21602.5,0,Vadim Kapustin
786,49393,Liam O'Shea,"",Research Director,"",Liam O'Shea,Liam O'Shea,167,134,2,21821.69921875,0,Koudi Cooper
787,49393,Vadim Kapustin,"",Security Officer,Zombie,Vadim Kapustin,Vadim Kapustin,41,142,2,21961.30078125,0,Max Russell
788,49393,Unknown (as Jonathan Jozaf),"",Research Assistant,"",Jonathan Jozaf,Jonathan Jozaf,144,129,2,22000.900390625,0,Jack Engi
789,49393,Unknown (as John Don),"",Paramedic,Zombie,John Don,John Don,167,129,2,22301.69921875,0,Jack Engi
790,49393,Max Russell,"",Technical Assistant,Zombie,Max Russell,Max Russell,22,142,2,22420.900390625,0,Tomylia Quqozkrq
791,49393,Nikolai Naumov,"",Test Subject,"",Nikolai Naumov,Nikolai Naumov,110,172,2,22480.900390625,0,Zane Caldwell
792,49393,Danny Moon,"",Chef,"",Danny Moon,Danny Moon,137,156,2,22581.30078125,0,Andrey Kulakov
793,49393,Unknown (as Zane Caldwell),"",default,Zombie,Zane Caldwell,Zane Caldwell,54,165,2,22780.5,0,Zane Caldwell
